Car_ID,Service_Type,Service_Date,Service_Cost,Service_Center
C50337,Oil Change,2022-10-15,17514,Speed Garage
C50338,Brake Service,2023-02-28,5646,FastFix
C50339,Battery Replacement,2020-04-16,8999,CarZ
C50340,Oil Change,2022-08-22,7655,Speed Garage
C50341,Battery Replacement,2023-05-17,2272,Mechanix
C50342,Tyre Change,2021-01-31,14207,Pitstop
C50343,Brake Service,2023-03-15,3995,CarZ
C50344,Brake Service,2022-06-07,12368,CarZ
C50345,Battery Replacement,2023-12-10,4396,Mechanix
C50346,Full Service,2020-04-20,10862,Speed Garage
C50347,Battery Replacement,2023-10-13,14944,Pitstop
C50348,Battery Replacement,2020-08-23,16427,Mechanix
C50349,Full Service,2020-02-25,14146,Speed Garage
C50350,Engine Repair,2021-09-05,15416,AutoCare
C50351,Oil Change,2020-11-11,11334,CarZ
C50352,Battery Replacement,2020-01-27,4772,CarZ
C50353,Tyre Change,2022-05-23,5318,Speed Garage
C50354,Oil Change,2022-06-03,8299,AutoCare
C50355,Battery Replacement,2020-12-12,6946,CarZ
C50356,Battery Replacement,2022-01-08,5537,Mechanix
C50357,Full Service,2023-01-25,19850,AutoCare
C50358,Tyre Change,2021-09-27,19014,Pitstop
C50359,Tyre Change,2022-05-20,17460,Speed Garage
C50360,Engine Repair,2023-05-01,11832,CarZ
C50361,Battery Replacement,2022-11-01,13460,FastFix
C50362,Full Service,2020-07-05,14725,AutoCare
C50363,Full Service,2021-11-20,16624,CarZ
C50364,Engine Repair,2022-11-29,11780,Mechanix
C50365,Tyre Change,2021-01-14,7585,FastFix
C50366,Engine Repair,2022-11-21,16413,CarZ
C50367,Brake Service,2020-12-02,9152,CarZ
C50368,Full Service,2022-11-04,14660,FastFix
C50369,Full Service,2022-12-28,5147,FastFix
C50370,Oil Change,2020-08-04,13811,Speed Garage
C50371,Tyre Change,2022-07-24,3869,Speed Garage
C50372,Tyre Change,2023-05-14,15020,Speed Garage
C50373,Brake Service,2021-10-16,17442,AutoCare
C50374,Full Service,2023-02-05,12120,CarZ
C50375,Brake Service,2021-10-13,6443,Pitstop
C50376,Battery Replacement,2021-07-08,18804,AutoCare
C50377,Full Service,2021-09-17,18872,Pitstop
C50378,Full Service,2022-05-24,8065,Speed Garage
C50379,Tyre Change,2020-03-17,17981,FastFix
C50380,Engine Repair,2020-01-08,4832,Speed Garage
C50381,Oil Change,2021-04-23,15378,FastFix
C50382,Battery Replacement,2022-11-08,5100,AutoCare
C50383,Full Service,2023-04-01,3132,FastFix
C50384,Full Service,2020-09-28,2628,FastFix
C50385,Oil Change,2022-01-29,4114,Speed Garage
C50386,Tyre Change,2022-05-02,10213,Speed Garage
C50387,Battery Replacement,2022-01-19,6209,Mechanix
C50388,Full Service,2021-05-19,12277,Mechanix
C50389,Brake Service,2021-01-03,12900,Pitstop
C50390,Oil Change,2020-06-08,14947,Mechanix
C50391,Brake Service,2021-09-14,16487,Pitstop
C50392,Brake Service,2021-01-16,16413,Speed Garage
C50393,Tyre Change,2021-12-13,19789,CarZ
C50394,Full Service,2023-03-17,8577,CarZ
C50395,Engine Repair,2020-09-09,17638,AutoCare
C50396,Oil Change,2021-03-25,6533,CarZ
C50397,Brake Service,2021-07-08,7141,CarZ
C50398,Tyre Change,2022-09-09,6708,Mechanix
C50399,Tyre Change,2021-01-06,5804,Mechanix
C50400,Engine Repair,2021-07-24,2341,FastFix
C50401,Tyre Change,2023-09-17,14121,Mechanix
C50402,Tyre Change,2023-10-01,16842,Speed Garage
C50403,Battery Replacement,2020-09-17,11822,AutoCare
C50404,Engine Repair,2022-11-21,12571,Speed Garage
C50405,Tyre Change,2021-07-30,15923,Mechanix
C50406,Battery Replacement,2022-01-18,10468,FastFix
C50407,Brake Service,2023-07-16,19166,FastFix
C50408,Engine Repair,2021-10-13,16460,AutoCare
C50409,Oil Change,2022-08-09,6103,CarZ
C50410,Engine Repair,2020-04-27,2922,Pitstop
C50411,Brake Service,2020-03-24,8001,CarZ
C50412,Brake Service,2023-04-26,6297,Mechanix
C50413,Tyre Change,2020-04-17,15710,CarZ
C50414,Engine Repair,2023-12-10,14126,Pitstop
C50415,Oil Change,2022-01-25,14698,AutoCare
C50416,Battery Replacement,2022-07-16,5967,AutoCare
C50417,Tyre Change,2021-01-22,18580,Pitstop
C50418,Oil Change,2021-11-15,16846,CarZ
C50419,Brake Service,2022-04-30,17675,FastFix
C50420,Tyre Change,2021-03-09,10863,Mechanix
C50421,Oil Change,2021-01-10,5676,Speed Garage
C50422,Engine Repair,2020-10-22,13838,Speed Garage
C50423,Battery Replacement,2021-08-10,6549,Mechanix
C50424,Battery Replacement,2023-02-08,12451,FastFix
C50425,Engine Repair,2021-12-21,2194,Mechanix
C50426,Tyre Change,2020-08-12,2840,Mechanix
C50427,Full Service,2020-10-20,11010,Pitstop
C50428,Oil Change,2020-12-10,7588,Pitstop
C50429,Battery Replacement,2021-07-04,6026,CarZ
C50430,Oil Change,2023-01-28,8760,CarZ
C50431,Oil Change,2021-09-15,12216,Mechanix
C50432,Brake Service,2020-11-18,13717,FastFix
C50433,Tyre Change,2021-07-03,14032,Pitstop
C50434,Engine Repair,2023-07-16,2942,FastFix
C50435,Oil Change,2021-06-06,12130,Mechanix
C50436,Full Service,2020-04-26,9021,CarZ
C50437,Battery Replacement,2021-11-16,11071,CarZ
C50438,Brake Service,2021-11-04,19345,AutoCare
C50439,Oil Change,2022-11-17,6216,Pitstop
C50440,Tyre Change,2023-07-14,10161,AutoCare
C50441,Oil Change,2020-12-10,8762,Mechanix
C50442,Battery Replacement,2023-07-20,7639,FastFix
C50443,Full Service,2021-06-17,18845,AutoCare
C50444,Oil Change,2020-07-28,16849,Mechanix
C50445,Engine Repair,2023-12-14,12130,Mechanix
C50446,Battery Replacement,2023-01-11,15602,Mechanix
C50447,Battery Replacement,2020-09-17,2918,Mechanix
C50448,Oil Change,2023-07-12,6563,Speed Garage
C50449,Engine Repair,2020-02-19,17239,Speed Garage
C50450,Oil Change,2022-06-09,6648,Speed Garage
C50451,Tyre Change,2020-09-12,13770,FastFix
C50452,Battery Replacement,2022-05-24,14989,CarZ
C50453,Oil Change,2020-04-10,4973,Mechanix
C50454,Brake Service,2022-07-15,9010,CarZ
C50455,Oil Change,2020-09-03,13311,CarZ
C50456,Battery Replacement,2021-08-20,18420,AutoCare
C50457,Brake Service,2022-11-27,14929,CarZ
C50458,Full Service,2022-08-18,4227,CarZ
C50459,Battery Replacement,2022-12-19,15351,CarZ
C50460,Battery Replacement,2023-05-15,13720,Pitstop
C50461,Full Service,2023-02-17,16157,Speed Garage
C50462,Tyre Change,2023-04-16,10322,FastFix
C50463,Engine Repair,2021-02-23,19746,FastFix
C50464,Oil Change,2021-12-12,12805,FastFix
C50465,Brake Service,2021-10-20,15132,CarZ
C50466,Brake Service,2021-08-08,7926,AutoCare
C50467,Battery Replacement,2022-07-27,2306,Pitstop
C50468,Brake Service,2020-08-31,2632,FastFix
C50469,Brake Service,2021-06-23,4024,Mechanix
C50470,Full Service,2020-09-16,2050,Pitstop
C50471,Brake Service,2021-02-21,6385,Speed Garage
C50472,Full Service,2023-04-27,6072,FastFix
C50473,Oil Change,2023-06-22,11662,Mechanix
C50474,Tyre Change,2020-07-29,9374,Speed Garage
C50475,Brake Service,2022-10-27,11633,AutoCare
C50476,Battery Replacement,2022-01-10,7044,Speed Garage
C50477,Battery Replacement,2023-06-15,9363,Mechanix
C50478,Battery Replacement,2022-07-20,9068,Speed Garage
C50479,Brake Service,2020-09-01,6862,CarZ
C50480,Engine Repair,2023-08-20,11021,FastFix
C50481,Engine Repair,2021-01-04,5488,Pitstop
C50482,Full Service,2022-11-04,3347,Pitstop
C50483,Oil Change,2021-05-20,11705,Mechanix
C50484,Oil Change,2023-05-30,7675,Mechanix
C50485,Brake Service,2020-10-29,19992,Mechanix
C50486,Oil Change,2022-11-06,10502,Mechanix
C50487,Brake Service,2021-10-30,2315,AutoCare
C50488,Oil Change,2021-11-15,8378,AutoCare
C50489,Tyre Change,2022-12-30,9470,Speed Garage
C50490,Battery Replacement,2023-09-01,4448,CarZ
C50491,Battery Replacement,2022-07-25,17989,CarZ
C50492,Brake Service,2022-03-11,5044,Pitstop
C50493,Tyre Change,2023-05-26,18833,AutoCare
C50494,Tyre Change,2022-10-30,7442,Pitstop
C50495,Engine Repair,2023-06-10,17905,AutoCare
C50496,Battery Replacement,2020-06-08,17845,CarZ
C50497,Engine Repair,2023-04-01,11832,AutoCare
C50498,Brake Service,2021-02-27,6347,Speed Garage
C50499,Engine Repair,2021-11-18,15404,Mechanix
C50500,Oil Change,2023-05-31,3676,AutoCare
C50501,Battery Replacement,2022-06-15,19798,FastFix
C50502,Oil Change,2023-03-18,14940,AutoCare
C50503,Tyre Change,2020-03-13,18305,Speed Garage
C50504,Brake Service,2023-04-02,7194,CarZ
C50505,Engine Repair,2023-11-30,14209,Mechanix
C50506,Brake Service,2020-05-23,6869,Mechanix
C50507,Brake Service,2023-10-03,7134,Pitstop
C50508,Battery Replacement,2022-10-16,12187,Pitstop
C50509,Tyre Change,2021-12-06,8168,AutoCare
C50510,Engine Repair,2021-07-23,14532,Mechanix
C50511,Battery Replacement,2022-11-13,5770,FastFix
C50512,Battery Replacement,2021-11-27,14385,AutoCare
C50513,Full Service,2020-05-02,7908,Speed Garage
C50514,Oil Change,2020-06-09,18060,AutoCare
C50515,Tyre Change,2022-11-23,2810,Speed Garage
C50516,Full Service,2020-03-30,7166,FastFix
C50517,Brake Service,2022-03-04,10679,Speed Garage
C50518,Battery Replacement,2022-03-08,6596,CarZ
C50519,Oil Change,2022-06-07,17530,Mechanix
C50520,Oil Change,2022-08-20,9953,AutoCare
C50521,Full Service,2023-04-11,6181,Pitstop
C50522,Brake Service,2022-05-14,11800,AutoCare
C50523,Tyre Change,2022-07-14,13656,Pitstop
C50524,Full Service,2021-08-21,8402,CarZ
C50525,Engine Repair,2022-04-25,6268,Pitstop
C50526,Tyre Change,2021-08-06,15436,CarZ
C50527,Tyre Change,2021-01-11,18112,Speed Garage
C50528,Full Service,2023-05-29,12155,CarZ
C50529,Engine Repair,2023-01-20,11902,Pitstop
C50530,Full Service,2023-05-10,6090,FastFix
C50531,Full Service,2022-02-27,17749,Speed Garage
C50532,Engine Repair,2022-07-10,13258,CarZ
C50533,Engine Repair,2022-01-16,9323,FastFix
C50534,Battery Replacement,2023-08-11,12292,CarZ
C50535,Tyre Change,2022-01-02,11872,FastFix
C50536,Full Service,2022-09-04,11542,Mechanix
C50537,Full Service,2023-07-20,7559,FastFix
C50538,Full Service,2020-09-16,6419,FastFix
C50539,Battery Replacement,2022-11-18,17171,AutoCare
C50540,Engine Repair,2023-11-18,9927,AutoCare
C50541,Oil Change,2021-10-22,3667,AutoCare
C50542,Tyre Change,2023-07-05,7713,FastFix
C50543,Battery Replacement,2020-11-03,18752,CarZ
C50544,Oil Change,2023-10-20,15081,Speed Garage
C50545,Brake Service,2021-08-07,2173,Mechanix
C50546,Engine Repair,2020-03-14,17202,AutoCare
C50547,Full Service,2022-04-18,19689,CarZ
C50548,Engine Repair,2022-04-27,17862,Pitstop
C50549,Engine Repair,2023-10-18,3714,Mechanix
C50550,Brake Service,2020-03-18,14447,AutoCare
C50551,Oil Change,2021-05-18,7827,FastFix
C50552,Oil Change,2022-11-27,5822,Pitstop
C50553,Engine Repair,2023-11-01,16445,FastFix
C50554,Brake Service,2023-02-01,8508,AutoCare
C50555,Full Service,2020-09-23,8057,Speed Garage
C50556,Oil Change,2020-03-24,8822,CarZ
C50557,Tyre Change,2020-11-26,9652,Mechanix
C50558,Brake Service,2021-10-05,14171,Mechanix
C50559,Full Service,2022-10-11,7365,Pitstop
C50560,Tyre Change,2023-06-07,10432,FastFix
C50561,Brake Service,2021-04-06,17711,FastFix
C50562,Brake Service,2021-07-23,8717,Mechanix
C50563,Brake Service,2022-02-05,4108,Mechanix
C50564,Oil Change,2023-05-11,17779,CarZ
C50565,Oil Change,2023-08-11,7803,CarZ
C50566,Tyre Change,2022-01-12,11769,Speed Garage
C50567,Brake Service,2022-07-06,17027,CarZ
C50568,Battery Replacement,2022-09-11,14079,FastFix
C50569,Full Service,2022-04-02,7809,Pitstop
C50570,Tyre Change,2020-07-02,12098,FastFix
C50571,Battery Replacement,2023-03-21,12823,Pitstop
C50572,Oil Change,2022-06-18,17665,CarZ
C50573,Engine Repair,2023-09-02,10300,AutoCare
C50574,Battery Replacement,2022-03-26,9151,Speed Garage
C50575,Battery Replacement,2020-12-20,10335,AutoCare
C50576,Oil Change,2020-09-12,17377,AutoCare
C50577,Full Service,2022-06-24,6379,CarZ
C50578,Oil Change,2020-03-21,11186,Mechanix
C50579,Brake Service,2021-09-30,10745,AutoCare
C50580,Battery Replacement,2020-09-12,12211,Pitstop
C50581,Tyre Change,2021-05-04,2640,CarZ
C50582,Tyre Change,2020-12-02,10980,AutoCare
C50583,Full Service,2020-12-14,17951,Pitstop
C50584,Oil Change,2021-03-19,9250,Pitstop
C50585,Oil Change,2023-11-06,16054,CarZ
C50586,Tyre Change,2023-09-16,14966,Mechanix
C50587,Engine Repair,2020-06-29,7284,Mechanix
C50588,Oil Change,2022-10-26,14205,AutoCare
C50589,Oil Change,2020-02-06,6131,Pitstop
C50590,Tyre Change,2021-04-06,2960,Pitstop
C50591,Tyre Change,2022-06-19,17118,Pitstop
C50592,Battery Replacement,2022-08-17,17838,AutoCare
C50593,Battery Replacement,2022-06-14,9447,Speed Garage
C50594,Tyre Change,2020-12-11,11015,Speed Garage
C50595,Engine Repair,2023-04-22,17284,CarZ
C50596,Tyre Change,2021-09-18,13429,FastFix
C50597,Brake Service,2021-10-07,8900,Speed Garage
C50598,Tyre Change,2021-08-21,18590,Speed Garage
C50599,Engine Repair,2022-03-01,5129,Speed Garage
C50600,Full Service,2023-10-29,6344,CarZ
C50601,Tyre Change,2021-12-30,14396,CarZ
C50602,Brake Service,2022-12-24,19304,CarZ
C50603,Oil Change,2022-05-22,6204,AutoCare
C50604,Oil Change,2022-08-08,2215,AutoCare
C50605,Battery Replacement,2022-02-24,4070,FastFix
C50606,Tyre Change,2023-12-30,13635,Speed Garage
C50607,Oil Change,2022-06-19,12034,Pitstop
C50608,Brake Service,2020-01-11,17553,Speed Garage
C50609,Oil Change,2020-10-13,17828,FastFix
C50610,Oil Change,2021-09-07,6262,AutoCare
C50611,Battery Replacement,2023-07-22,17211,FastFix
C50612,Oil Change,2021-03-16,4137,AutoCare
C50613,Brake Service,2022-12-15,13628,Speed Garage
C50614,Full Service,2021-02-15,13715,Speed Garage
C50615,Oil Change,2022-12-18,17577,AutoCare
C50616,Tyre Change,2022-09-29,5485,Mechanix
C50617,Engine Repair,2022-02-06,3558,Speed Garage
C50618,Battery Replacement,2020-07-21,13506,Pitstop
C50619,Engine Repair,2020-12-14,18029,FastFix
C50620,Tyre Change,2022-10-19,3965,Speed Garage
C50621,Battery Replacement,2020-10-13,19916,AutoCare
C50622,Battery Replacement,2021-09-03,2148,CarZ
C50623,Full Service,2023-05-09,2563,Speed Garage
C50624,Engine Repair,2021-06-02,15233,CarZ
C50625,Brake Service,2021-02-14,16477,Mechanix
C50626,Oil Change,2023-10-20,17448,AutoCare
C50627,Brake Service,2020-05-01,18407,FastFix
C50628,Full Service,2023-07-02,11241,CarZ
C50629,Battery Replacement,2021-04-30,17132,Pitstop
C50630,Tyre Change,2022-06-22,16037,Mechanix
C50631,Engine Repair,2023-10-09,2428,FastFix
C50632,Battery Replacement,2022-06-07,4611,Speed Garage
C50633,Engine Repair,2022-12-09,9946,CarZ
C50634,Engine Repair,2020-09-17,17861,Pitstop
C50635,Tyre Change,2021-03-17,7176,FastFix
C50636,Tyre Change,2020-09-07,5204,AutoCare
C50637,Oil Change,2020-03-11,2147,CarZ
C50638,Battery Replacement,2023-09-18,11236,Speed Garage
C50639,Battery Replacement,2020-12-01,17220,CarZ
C50640,Oil Change,2022-07-07,11799,AutoCare
C50641,Full Service,2023-04-29,4457,CarZ
C50642,Battery Replacement,2020-11-28,16197,Pitstop
C50643,Full Service,2020-01-27,6582,FastFix
C50644,Battery Replacement,2020-04-09,8502,Pitstop
C50645,Tyre Change,2023-06-25,10852,Speed Garage
C50646,Full Service,2021-02-18,17394,Speed Garage
C50647,Full Service,2022-05-21,8844,Mechanix
C50648,Battery Replacement,2023-03-12,18098,Mechanix
C50649,Tyre Change,2022-07-16,19547,Pitstop
C50650,Engine Repair,2023-12-19,5506,CarZ
C50651,Battery Replacement,2020-07-17,18027,CarZ
C50652,Oil Change,2020-09-19,4703,Pitstop
C50653,Tyre Change,2020-01-26,6843,FastFix
C50654,Full Service,2023-11-27,8487,FastFix
C50655,Engine Repair,2020-04-24,15118,Pitstop
C50656,Battery Replacement,2021-09-05,6680,Speed Garage
C50657,Brake Service,2023-01-28,2979,Pitstop
C50658,Brake Service,2022-03-13,11463,CarZ
C50659,Tyre Change,2021-05-07,10713,FastFix
C50660,Oil Change,2021-12-30,11478,Mechanix
C50661,Full Service,2022-01-26,17129,Mechanix
C50662,Engine Repair,2022-12-17,10392,CarZ
C50663,Oil Change,2022-12-22,16755,FastFix
C50664,Brake Service,2021-06-13,4737,CarZ
C50665,Battery Replacement,2021-02-18,6725,FastFix
C50666,Brake Service,2020-10-04,12128,Mechanix
C50667,Engine Repair,2020-08-19,7660,Speed Garage
C50668,Brake Service,2020-06-19,11826,CarZ
C50669,Battery Replacement,2023-09-25,18605,Pitstop
C50670,Full Service,2021-12-22,7298,CarZ
C50671,Battery Replacement,2021-12-09,11656,Pitstop
C50672,Oil Change,2021-07-11,13051,Mechanix
C50673,Oil Change,2023-06-13,11839,FastFix
C50674,Oil Change,2020-01-31,11051,FastFix
C50675,Full Service,2023-01-03,13896,FastFix
C50676,Oil Change,2023-07-16,11981,Pitstop
C50677,Battery Replacement,2023-08-02,13785,FastFix
C50678,Full Service,2021-04-19,5103,AutoCare
C50679,Oil Change,2023-06-15,18089,Mechanix
C50680,Oil Change,2020-10-27,4682,FastFix
C50681,Battery Replacement,2023-02-23,19998,Speed Garage
C50682,Brake Service,2020-10-15,14197,FastFix
C50683,Tyre Change,2022-05-08,16385,CarZ
C50684,Battery Replacement,2020-04-30,19295,Speed Garage
C50685,Full Service,2021-06-07,3025,Speed Garage
C50686,Oil Change,2021-01-27,17019,CarZ
C50687,Oil Change,2022-04-16,12477,CarZ
C50688,Battery Replacement,2021-09-28,8529,Speed Garage
C50689,Engine Repair,2021-02-12,2307,Mechanix
C50690,Battery Replacement,2020-04-09,19959,CarZ
C50691,Brake Service,2023-04-14,2554,CarZ
C50692,Tyre Change,2022-01-03,3556,CarZ
C50693,Engine Repair,2023-08-09,2622,Pitstop
C50694,Brake Service,2022-05-15,16327,CarZ
C50695,Full Service,2022-05-26,9078,Speed Garage
C50696,Oil Change,2022-08-21,9451,FastFix
C50697,Oil Change,2022-09-13,6373,Pitstop
C50698,Battery Replacement,2022-03-12,3387,Speed Garage
C50699,Engine Repair,2023-02-14,10708,AutoCare
C50700,Oil Change,2020-04-04,12547,Pitstop
C50701,Full Service,2021-07-17,9685,CarZ
C50702,Brake Service,2022-01-20,5150,CarZ
C50703,Tyre Change,2020-08-29,18668,FastFix
C50704,Brake Service,2021-12-23,5986,Speed Garage
C50705,Battery Replacement,2023-05-15,13389,Speed Garage
C50706,Full Service,2023-05-28,19094,Mechanix
C50707,Brake Service,2022-06-26,3500,FastFix
C50708,Tyre Change,2023-09-22,3094,Mechanix
C50709,Battery Replacement,2020-04-28,11043,Pitstop
C50710,Oil Change,2021-05-24,19710,FastFix
C50711,Brake Service,2023-01-13,18012,Speed Garage
C50712,Tyre Change,2022-02-19,8535,Speed Garage
C50713,Oil Change,2021-03-23,11889,Speed Garage
C50714,Full Service,2020-03-21,11600,Pitstop
C50715,Engine Repair,2021-04-13,14546,FastFix
C50716,Brake Service,2023-07-09,14800,Speed Garage
C50717,Full Service,2020-11-22,19162,FastFix
C50718,Brake Service,2023-04-08,4403,Speed Garage
C50719,Full Service,2022-12-24,13295,Mechanix
C50720,Full Service,2021-09-26,16118,CarZ
C50721,Full Service,2021-11-04,12215,AutoCare
C50722,Engine Repair,2022-01-31,19684,Mechanix
C50723,Tyre Change,2023-11-06,16364,Speed Garage
C50724,Battery Replacement,2021-05-02,3088,FastFix
C50725,Brake Service,2021-10-30,17645,CarZ
C50726,Tyre Change,2022-06-23,2918,FastFix
C50727,Full Service,2021-01-01,18901,CarZ
C50728,Full Service,2022-06-14,15133,Speed Garage
C50729,Brake Service,2023-10-31,15001,Mechanix
C50730,Full Service,2022-02-08,19933,AutoCare
C50731,Engine Repair,2020-02-14,2595,CarZ
C50732,Full Service,2022-12-18,17416,CarZ
C50733,Full Service,2021-04-25,10603,Pitstop
C50734,Full Service,2021-07-03,15333,Speed Garage
C50735,Oil Change,2022-11-02,7277,FastFix
C50736,Tyre Change,2022-09-20,10805,FastFix
C50737,Engine Repair,2023-01-26,13771,CarZ
C50738,Tyre Change,2022-09-29,6917,Pitstop
C50739,Engine Repair,2022-12-30,17942,CarZ
C50740,Engine Repair,2022-08-29,7631,CarZ
C50741,Oil Change,2020-09-17,8642,FastFix
C50742,Full Service,2023-07-27,15655,Mechanix
C50743,Battery Replacement,2021-01-27,14589,AutoCare
C50744,Full Service,2023-01-11,14003,FastFix
C50745,Oil Change,2022-03-31,9337,FastFix
C50746,Oil Change,2023-11-28,3081,CarZ
C50747,Tyre Change,2023-03-25,4211,Mechanix
C50748,Full Service,2021-09-23,13404,FastFix
C50749,Brake Service,2020-02-05,10763,AutoCare
C50750,Full Service,2023-03-13,18421,Speed Garage
C50751,Engine Repair,2020-03-11,7904,AutoCare
C50752,Full Service,2020-07-21,5347,Speed Garage
C50753,Engine Repair,2021-08-12,14762,Speed Garage
C50754,Full Service,2021-08-17,3093,Speed Garage
C50755,Oil Change,2022-07-29,14860,AutoCare
C50756,Engine Repair,2022-01-10,6081,Pitstop
C50757,Tyre Change,2022-02-03,19834,Mechanix
C50758,Oil Change,2020-11-11,3684,CarZ
C50759,Oil Change,2020-08-29,3600,CarZ
C50760,Brake Service,2021-08-11,14684,Speed Garage
C50761,Battery Replacement,2020-10-20,5333,Pitstop
